GBS name (Sample:Flowcell:Lane:Well),Additional file 1.xlsx (Romay et al. 2013),Inbred name,Source,Accession,Seed lot,Notes
Ames27258:81FE8ABXX:3:C7,CML11,CML11,NCRPIS,Ames 27258,05ncei01 SD,
Ames27259:81N4HABXX:2:F4,Ki14,Ki14,NCRPIS,Ames 27259,09ncei01 SD,
Ames27260:81N4HABXX:4:D4,KUI44,KUI44,NCRPIS,Ames 27260,09ncai01 SD,
Ames27261:81FE8ABXX:7:D11,NC298,NC298,NCRPIS,Ames 27261,07ncai02 SD,
Ames27261:81N4HABXX:1:G10,NC298,NC298,NCRPIS,Ames 27261,08ncai01 SD,
Ames27444:81FE7ABXX:4:F6,Il731a,Il731a,NCRPIS,Ames 27444,05ncai01 SD,
Ames27444:D0D0BACXX:3:H10,Il731a,Il731a,NCRPIS,Ames 27444,10753,
Ames27445:81FE7ABXX:3:D10,Il767b,Il767b,NCRPIS,Ames 27445,05ncai01 SD,
Ames27445:D0D0BACXX:3:A2,Il767b,Il767b,NCRPIS,Ames 27445,11735,
Ames27446:81N4HABXX:7:G9,Il778d,Il778d,NCRPIS,Ames 27446,05ncai01 SD,
Ames27447:81FENABXX:1:A7,Il779a,Il779a,NCRPIS,Ames 27447,05ncai01 SD,
Ames27450:81FE8ABXX:4:A5,LH143Maintainer,LH143 (Maintainer),NCRPIS,Ames 27450,04ncai01 SD,
Ames27451:81FE8ABXX:5:E7,A632.75A1A2C1R1-rB1Pl1,A632.75 A1 A2 C1 R1-r B1 Pl1,NCRPIS,Ames 27451,05ncai02 SD,
Ames28170:81FE8ABXX:5:B10,A619E,A619E,NCRPIS,Ames 28170,07ncai01 SD,
Ames28184:81N4HABXX:4:A5,CML69,CML69,NCRPIS,Ames 28184,09ncai01 SD,
Ames28184:D0D0BACXX:4:D10,CML69,CML 69,NCRPIS,Ames 28184,12691,
Ames28185:81N4HABXX:5:C8,CML77,CML77,NCRPIS,Ames 28185,07ncei01 SD,
Ames28186:81FENABXX:4:A1,P39Goodman-Buckler,P39 Goodman-Buckler,NCRPIS,Ames 28186,07ncai01 SD,
Ames28186:81FENABXX:5:B11,P39Goodman-Buckler,P39 Goodman-Buckler,NCRPIS,Ames 28186,07ncai02 SD,
Ames28186:D0D0BACXX:3:B2,P39Goodman-Buckler,P39 Goodman-Buckler,NCRPIS,Ames 28186,10071,
Ames28290:81FENABXX:3:F5,C49,C49,NCRPIS,Ames 28290,08ncai01 SD,
Ames28291:81FE8ABXX:7:D4,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,06ncai01 SD,
Ames28291:81N4HABXX:1:C10,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,07ncai01 SD,
Ames28291:D0D0BACXX:4:A8,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,12917,
Ames28291:D0D0BACXX:4:B10,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,13051,
Ames28291:D0D0BACXX:4:B9,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,12937,
Ames28291:D0D0BACXX:4:C1,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,13114,
Ames28291:D0D0BACXX:4:C8,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,12921,
Ames28291:D0D0BACXX:4:D8,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,12925,
Ames28291:D0D0BACXX:4:D9,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,12957,
Ames28291:D0D0BACXX:4:E8,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,12926,
Ames28291:D0D0BACXX:4:F10,Hi27Goodman-Buckler,Hi27 Goodman-Buckler,NCRPIS,Ames 28291,13025,
Ames28360:81FE7ABXX:3:C4,Mo401,Mo401,NCRPIS,Ames 28360,06ncei01 SD,
Ames28361:81FE7ABXX:1:H6,Mo402,Mo402,NCRPIS,Ames 28361,06ncei01 SD,
Ames28362:81FE7ABXX:3:E2,Mo403,Mo403,NCRPIS,Ames 28362,06ncei01 SD,
Ames28364:81FENABXX:2:D10,IA2132Goodman-Buckler,IA2132 Goodman-Buckler,NCRPIS,Ames 28364,06ncai01 SD,
Ames28365:81FENABXX:7:E2,CI91BGoodman-Buckler,CI 91B Goodman-Buckler,NCRPIS,Ames 28365,06ncai01 SD,
Ames28366:81FENABXX:1:F4,N7AGoodman-Buckler,N7A Goodman-Buckler,NCRPIS,Ames 28366,07ncai01 SD,
Ames28367:81FENABXX:5:D4,CI7Goodman-Buckler,CI 7 Goodman-Buckler,NCRPIS,Ames 28367,06ncai01 SD,
Ames28411:81N4HABXX:1:B12,NC258A,NC258A,NCRPIS,Ames 28411,06ncao02 SD,
Ames28412:81FE7ABXX:6:B3,NC262A,NC262A,NCRPIS,Ames 28412,06ncao01 SD,
Ames28413:81FENABXX:1:F2,NC262B,NC262B,NCRPIS,Ames 28413,08ncai01 SD,
Ames28414:81FE7ABXX:1:H2,NC266,NC266,NCRPIS,Ames 28414,06ncao01 SD,
Ames28415:81FE7ABXX:2:H11,NC266B,NC266B,NCRPIS,Ames 28415,06ncao01 SD,
Ames28416:81FENABXX:5:H7,NC268A,NC268A,NCRPIS,Ames 28416,06ncao01 SD,
Ames28417:81FE7ABXX:2:C6,NC270,NC270,NCRPIS,Ames 28417,06ncao02 SD,
Ames28418:81FE7ABXX:2:G12,NC276,NC276,NCRPIS,Ames 28418,06ncao01 SD,
Ames28419:81FENABXX:4:A9,NC278,NC278,NCRPIS,Ames 28419,06ncao01 SD,
Ames28420:81FE7ABXX:3:D4,NC278A,NC278A,NCRPIS,Ames 28420,06ncao01 SD,
Ames28421:81FE7ABXX:1:A12,NC280,NC280,NCRPIS,Ames 28421,06ncao01 SD,
Ames28422:81FENABXX:3:A11,NC282,NC282,NCRPIS,Ames 28422,06ncao01 SD,
Ames28423:81FE7ABXX:2:A2,NC284,NC284,NCRPIS,Ames 28423,06ncao01 SD,
Ames28424:81FENABXX:4:G10,NC286,NC286,NCRPIS,Ames 28424,06ncao01 SD,
Ames28425:81FENABXX:3:F9,NC288,NC288,NCRPIS,Ames 28425,06ncao01 SD,
Ames28426:81FENABXX:5:G7,NC290,NC290,NCRPIS,Ames 28426,06ncao01 SD,
Ames28927:81N4HABXX:3:A2,Mo27W,Mo27W,NCRPIS,Ames 28927,09ncai01 SD,
Ames28928:81FE7ABXX:7:D11,Mo28W,Mo28W,NCRPIS,Ames 28928,07ncai01 SD,
Ames28929:81FE8ABXX:3:C11,Mo29W,Mo29W,NCRPIS,Ames 28929,08ncai01 SD,
Ames28930:81FENABXX:5:B7,Mo30W,Mo30W,NCRPIS,Ames 28930,07ncai01 SD,
Ames28931:81FENABXX:3:G11,Mo31W,Mo31W,NCRPIS,Ames 28931,07ncai01 SD,
Ames28932:81FE7ABXX:1:G7,Mo32W,Mo32W,NCRPIS,Ames 28932,07ncai01 SD,
Ames28933:81FE7ABXX:1:G5,Mo33W,Mo33W,NCRPIS,Ames 28933,08ncai01 SD,
Ames28934:81FENABXX:4:G11,Mo36,Mo36,NCRPIS,Ames 28934,07ncai01 SD,
Ames28935:81FE7ABXX:1:E6,Mo37,Mo37,NCRPIS,Ames 28935,07ncai01 SD,
Ames28936:81FENABXX:4:D11,Mo38,Mo38,NCRPIS,Ames 28936,07ncai01 SD,
Ames28937:81FENABXX:4:F12,Mo39,Mo39,NCRPIS,Ames 28937,07ncai01 SD,
Ames28938:81FE7ABXX:1:C10,Mo43,Mo43,NCRPIS,Ames 28938,07ncai01 SD,
Ames28939:81FE7ABXX:5:H3,Mo44,Mo44,NCRPIS,Ames 28939,07ncai01 SD,
Ames28940:81FENABXX:4:B8,Mo501,Mo501,NCRPIS,Ames 28940,07ncai01 SD,
Ames28941:81FENABXX:5:E5,Mo502W,Mo502W,NCRPIS,Ames 28941,07ncai01 SD,
Ames28942:81FENABXX:5:B9,Mo506W,Mo506W,NCRPIS,Ames 28942,07ncai01 SD,
Ames28943:81FENABXX:4:A7,Mo508W,Mo508W,NCRPIS,Ames 28943,07ncai01 SD,
Ames28944:81FE7ABXX:3:F4,Mo510W,Mo510W,NCRPIS,Ames 28944,07ncai01 SD,
Ames28945:81FE7ABXX:2:C10,Mo511W,Mo511W,NCRPIS,Ames 28945,08ncai01 SD,
Ames28946:81FE7ABXX:2:C8,Mo512AW,Mo512AW,NCRPIS,Ames 28946,07ncai01 SD,
Ames28947:81FENABXX:5:H12,Mo512BW,Mo512BW,NCRPIS,Ames 28947,08ncai01 SD,
Ames28948:81FENABXX:5:H1,CI4A,CI 4A,NCRPIS,Ames 28948,07ncai01 SD,
Ames28949:81FE7ABXX:2:A11,CI12,CI 12,NCRPIS,Ames 28949,08ncai01 SD,
Ames28950:81FE7ABXX:2:H10,CI24,CI 24,NCRPIS,Ames 28950,07ncai01 SD,
Ames28951:81FE7ABXX:1:F12,CI42B,CI 42B,NCRPIS,Ames 28951,07ncai01 SD,
Ames28952:81FENABXX:4:F10,CI43,CI 43,NCRPIS,Ames 28952,07ncai01 SD,
Ames28953:81FE7ABXX:2:B4,CI92,CI 92,NCRPIS,Ames 28953,07ncai01 SD,
Ames28954:81FE7ABXX:3:E3,CI93A,CI 93A,NCRPIS,Ames 28954,08ncai01 SD,
Ames28957:D0D0BACXX:4:H7,Hi38C1,Hi38 C1,NCRPIS,Ames 28957,12915,
Ames28970:81FENABXX:1:C6,AD147DS,AD 147 DS,NCRPIS,Ames 28970,07ncai01 SD,
Ames28970:D0D0BACXX:3:F10,AD147DS,AD 147 DS,NCRPIS,Ames 28970,10744,
Ames28971:81FE7ABXX:5:D3,AD139DS,AD 139 DS,NCRPIS,Ames 28971,07ncai01 SD,
Ames28971:D0D0BACXX:3:H9,AD139DS,AD 139 DS,NCRPIS,Ames 28971,10675,
Ames28972:81N4HABXX:7:H11,AD123DS,AD 123 DS,NCRPIS,Ames 28972,07ncai01 SD,
Ames28973:81N4HABXX:7:E7,AD175,AD 175,NCRPIS,Ames 28973,07ncai01 SD,
Ames28973:D0D0BACXX:3:E3,AD175,AD 175,NCRPIS,Ames 28973,11331,
Ames28974:81FE7ABXX:5:E8,AD104DS,AD 104 DS,NCRPIS,Ames 28974,07ncai01 SD,
Ames28975:81FE7ABXX:5:E1,AD147,AD 147,NCRPIS,Ames 28975,07ncai01 SD,
Ames28975:D0D0BACXX:3:C3,AD147,AD 147,NCRPIS,Ames 28975,11714,
Ames28976:81FE7ABXX:5:B4,AD139DS-2,AD 139 DS??,NCRPIS,Ames 28976,07ncai01 SD,
Ames28977:81FENABXX:2:C2,AD316DS,AD 316 DS,NCRPIS,Ames 28977,07ncai01 SD,
Ames28978:81FE7ABXX:5:C8,AD238DS,AD 238 DS,NCRPIS,Ames 28978,07ncai01 SD,
Ames28978:D0D0BACXX:3:E9,AD238DS,AD 238 DS,NCRPIS,Ames 28978,10697,
Ames28979:81FENABXX:1:E4,AD230DS,AD 230 DS,NCRPIS,Ames 28979,09ncai01 SD,
Ames28980:81FENABXX:2:E3,AD352,AD 352,NCRPIS,Ames 28980,09ncai01 SD,
Ames28981:81N4HABXX:7:A12,AD157DS,AD 157 DS,NCRPIS,Ames 28981,09ncai01 SD,
Ames28982:81N4HABXX:7:E4,AD187-1,AD 187-1,NCRPIS,Ames 28982,07ncai01 SD,
Ames28983:81FENABXX:3:D12,AD187-2,AD 187-2,NCRPIS,Ames 28983,07ncai01 SD,
Ames28983:D0D0BACXX:3:F5,AD187-2,AD 187-2,NCRPIS,Ames 28983,10283,
Ames28984:81FE7ABXX:3:D2,AD284,AD 284,NCRPIS,Ames 28984,07ncai01 SD,
Ames28984:D0D0BACXX:3:H5,AD284,AD 284,NCRPIS,Ames 28984,11828,
Ames28985:81FENABXX:5:B8,AD188L,AD 188L,NCRPIS,Ames 28985,09ncai01 SD,
Ames28986:81FENABXX:3:C12,AD402DS,AD 402 DS,NCRPIS,Ames 28986,07ncai01 SD,
Ames28987:81FENABXX:4:H12,AD233,AD 233,NCRPIS,Ames 28987,07ncai01 SD,
Ames28988:81FENABXX:5:E3,AD26DS,AD 26 DS,NCRPIS,Ames 28988,09ncai01 SD,
Ames28989:81FE7ABXX:1:C9,ADH10,AD H10,NCRPIS,Ames 28989,09ncai01 SD,
Ames28990:81FENABXX:5:G5,AD11DS,AD 11 DS,NCRPIS,Ames 28990,07ncai01 SD,
Ames28990:D0D0BACXX:3:G9,AD11DS,AD 11 DS,NCRPIS,Ames 28990,11883,
Ames28991:81FE7ABXX:2:H9,AD330,AD 330,NCRPIS,Ames 28991,09ncai01 SD,
Ames28992:81FENABXX:4:E5,AD363-1,AD 363-1,NCRPIS,Ames 28992,09ncai01 SD,
Ames28993:81FE7ABXX:1:G4,AD363-2,AD 363-2,NCRPIS,Ames 28993,07ncai01 SD,
Ames28994:81FENABXX:4:B4,AD188LDS,AD 188L DS,NCRPIS,Ames 28994,07ncai01 SD,
Ames28994:D0D0BACXX:3:C10,AD188LDS,AD 188L DS,NCRPIS,Ames 28994,10639,
Ames28995:81FE7ABXX:3:F2,AD221,AD 221,NCRPIS,Ames 28995,07ncai01 SD,
Ames28996:81FE7ABXX:1:A6,AD347DS-1,AD 347 DS-1,NCRPIS,Ames 28996,07ncai01 SD,
Ames28997:81FE7ABXX:1:E4,AD347DS-2,AD 347 DS-2,NCRPIS,Ames 28997,07ncai01 SD,
Ames28997:D0D0BACXX:3:B3,AD347DS-2,AD 347 DS-2,NCRPIS,Ames 28997,11324,
Ames28998:81FE7ABXX:4:C6,AD448DS,AD 448 DS,NCRPIS,Ames 28998,07ncai01 SD,
Ames28999:81FENABXX:1:A1,AD440DS-1,AD 440 DS-1,NCRPIS,Ames 28999,09ncai01 SD,
Ames29000:81N4HABXX:7:G5,AD440DS-2,AD 440 DS-2,NCRPIS,Ames 29000,07ncai01 SD,
Ames29000:D0D0BACXX:3:H6,AD440DS-2,AD 440 DS-2,NCRPIS,Ames 29000,11840,
Ames29001:81FE7ABXX:4:H2,ADSA1,AD SA1,NCRPIS,Ames 29001,07ncai01 SD,
Ames29002:81FE7ABXX:4:E10,ADSA2,AD SA2,NCRPIS,Ames 29002,07ncai01 SD,
Ames29003:81FE7ABXX:6:H4,ADSA3,AD SA3,NCRPIS,Ames 29003,07ncai01 SD,
Ames29004:81FENABXX:2:A7,ADSA4,AD SA4,NCRPIS,Ames 29004,07ncai01 SD,
Ames29005:81FE7ABXX:5:C4,ADSA5,AD SA5,NCRPIS,Ames 29005,09ncai01 SD,
Ames29006:81FENABXX:1:H11,ADSA6,AD SA6,NCRPIS,Ames 29006,07ncai01 SD,
Ames29007:81N4HABXX:7:E1,ADSA7,AD SA7,NCRPIS,Ames 29007,07ncai01 SD,
Ames29008:81FENABXX:2:D4,ADSA8,AD SA8,NCRPIS,Ames 29008,07ncai01 SD,
Ames29009:81FENABXX:1:C3,ADSA9,AD SA9,NCRPIS,Ames 29009,07ncai01 SD,
Ames29009:D0D0BACXX:3:G4,ADSA9,AD SA9,NCRPIS,Ames 29009,11815,
Ames29010:81FENABXX:1:D5,ADSA10,AD SA10,NCRPIS,Ames 29010,07ncai01 SD,
Ames29010:D0D0BACXX:3:C7,ADSA10,AD SA10,NCRPIS,Ames 29010,11671,
Ames29011:81FE7ABXX:5:B11,ADSA11,AD SA11,NCRPIS,Ames 29011,07ncai01 SD,
Ames29012:81FENABXX:1:E3,ADSA12,AD SA12,NCRPIS,Ames 29012,07ncai01 SD,
Ames29013:81N4HABXX:6:G10,ADSA13,AD SA13,NCRPIS,Ames 29013,07ncai01 SD,
Ames29014:81FE7ABXX:5:D12,ADSA14,AD SA14,NCRPIS,Ames 29014,07ncai01 SD,
Ames29015:81N4HABXX:6:G12,ADSA15,AD SA15,NCRPIS,Ames 29015,07ncai01 SD,
Ames29016:81N4HABXX:7:F6,ADSA16,AD SA16,NCRPIS,Ames 29016,07ncai01 SD,
Ames29017:81FE7ABXX:5:F11,ADSA17,AD SA17,NCRPIS,Ames 29017,07ncai01 SD,
Ames29018:81FE7ABXX:5:E5,ADSA18,AD SA18,NCRPIS,Ames 29018,07ncai01 SD,
Ames29019:81FE7ABXX:4:H1,ADSA19,AD SA19,NCRPIS,Ames 29019,09ncai01 SD,
Ames29020:81FE7ABXX:3:E11,ADSA20,AD SA20,NCRPIS,Ames 29020,07ncai01 SD,
Ames29020:D0D0BACXX:3:D4,ADSA20,AD SA20,NCRPIS,Ames 29020,11810,
Ames29021:81FE7ABXX:4:A8,ADSA21,AD SA21,NCRPIS,Ames 29021,07ncai01 SD,
Ames29022:81FE7ABXX:6:H5,ADSg1501,AD Sg1501,NCRPIS,Ames 29022,07ncai01 SD,
Ames29023:81FE7ABXX:5:E12,ADSg1501-1,AD Sg1501-1,NCRPIS,Ames 29023,07ncai01 SD,
Ames29024:81FE7ABXX:6:F5,ADSg1501-2,AD Sg1501-2,NCRPIS,Ames 29024,07ncai01 SD,
Ames29024:D0D0BACXX:3:A11,ADSg1501-2,AD Sg1501-2,NCRPIS,Ames 29024,11901,
Ames29025:81FE7ABXX:3:B11,ADSg1501-3,AD Sg1501-3,NCRPIS,Ames 29025,07ncai01 SD,
Ames29026:81N4HABXX:6:B12,ADSg1501-4,AD Sg1501-4,NCRPIS,Ames 29026,07ncai01 SD,
Ames29026:D0D0BACXX:3:F11,ADSg1501-4,AD Sg1501-4,NCRPIS,Ames 29026,12009,
Ames29027:81FENABXX:2:E2,ADSg1501-5,AD Sg1501-5,NCRPIS,Ames 29027,07ncai01 SD,
Ames29028:81FE7ABXX:4:G7,ADSg1501-6,AD Sg1501-6,NCRPIS,Ames 29028,07ncai01 SD,
Ames29030:81N4HABXX:7:E10,AD370,AD 370,NCRPIS,Ames 29030,07ncai01 SD,
Ames29045:81FE7ABXX:7:A7,NEI9008,NEI 9008,NCRPIS,Ames 29045,08ncei01 SD,
Ames29393:D0D0BACXX:4:B12,CML395,CML 395,NCRPIS,Ames 29393,12721,
Ames29394:81FENABXX:5:A6,1497-2,1497-2,NCRPIS,Ames 29394,08ncao01 SD,
Ames29447:D0D0BACXX:3:C7,W438,W438,NCRPIS,Ames 29447,10513,
Ames29447:D0D0BACXX:3:E8,W438,W438,NCRPIS,Ames 29447,10572,
Ames29447:D0D0BACXX:3:G8,W438,W438,NCRPIS,Ames 29447,10586,
Ames29448:D0D0BACXX:4:A6,1416-1,1416-1,NCRPIS,Ames 29448,12812,
Ames29451:81N4HABXX:2:E3,GE440,GE 440,NCRPIS,Ames 29451,08ncei01 SD,
Ames30480:D0D0BACXX:3:A5,T179,T179,NCRPIS,Ames 30480,11556,
Ames30522:D0D0BACXX:3:F10,MR01AraguitoS6,MR01 (Araguito) S6,NCRPIS,Ames 30522,11931,
Ames30523:D0D0BACXX:3:C3,MR02Assiniboine,MR02 (Assiniboine),NCRPIS,Ames 30523,10101,
Ames30524:D0D0BACXX:4:E11,MR05CatetoS6,MR05 (Cateto) S6,NCRPIS,Ames 30524,12705,
Ames30526:D0D0BACXX:4:G2,MR08CostenoS6,MR08 (Costeno) S6,NCRPIS,Ames 30526,13157,
Ames30527:D0D0BACXX:4:C12,MR09CravoRiogranenseS6,MR09 (Cravo Riogranense) S6,NCRPIS,Ames 30527,13078,
Ames30529:D0D0BACXX:3:D12,MR11CubanFlintS6,MR11 (Cuban Flint) S6,NCRPIS,Ames 30529,21205,
Ames30531:D0D0BACXX:3:B10,MR14LongfellowFlint,MR14 (Longfellow Flint),NCRPIS,Ames 30531,11956,
Ames30533:D0D0BACXX:3:E5,MR19SantoDomingo,MR19 (Santo Domingo),NCRPIS,Ames 30533,11642,
Ames30534:D0D0BACXX:3:E9,MR20ShoePegS7,MR20 (Shoe Peg) S7,NCRPIS,Ames 30534,11798,
Ames30534:D0D0BACXX:3:F2,not included,MR20 (Shoe Peg) S7,NCRPIS,Ames 30534,11304,
Ames30535:D0D0BACXX:4:C11,MR22TuxpenoS6,MR22 (Tuxpeno) S6,NCRPIS,Ames 30535,13002,
Ames30536:D0D0BACXX:3:E11,MR23ZapaloteChicoS6,MR23 (Zapalote Chico) S6,NCRPIS,Ames 30536,11998,
Ames30537:D0D0BACXX:3:H11,MR25PoropoS5,MR25 (Pororo) S5,NCRPIS,Ames 30537,12024,
Ames30790:D0D0BACXX:3:H9,GEMS-0175,GEMS-0175,NCRPIS,Ames 30790,12083,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30791:D0D0BACXX:3:A11,GEMS-0176,GEMS-0176,NCRPIS,Ames 30791,12074,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30792:D0D0BACXX:4:H2,GEMN-0177,GEMN-0177,NCRPIS,Ames 30792,12191,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30793:D0D0BACXX:3:G5,GEMN-0178,GEMN-0178,NCRPIS,Ames 30793,12118,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30794:D0D0BACXX:3:D9,GEMN-0179,GEMN-0179,NCRPIS,Ames 30794,12088,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30795:D0D0BACXX:3:D5,GEMS-0180,GEMS-0180,NCRPIS,Ames 30795,12122,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30796:D0D0BACXX:3:G3,GEMS-0181,GEMS-0181,NCRPIS,Ames 30796,12136,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30797:D0D0BACXX:3:F9,GEMS-0182,GEMS-0182,NCRPIS,Ames 30797,12086,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30798:D0D0BACXX:4:F3,GEMS-0183,GEMS-0183,NCRPIS,Ames 30798,12197,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30799:D0D0BACXX:3:H12,GEMS-0184,GEMS-0184,NCRPIS,Ames 30799,12175,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30855:D0D0BACXX:3:C10,CML325,CML 325,NCRPIS,Ames 30855,11948,
Ames30856:D0D0BACXX:4:C7,CML336,CML 336,NCRPIS,Ames 30856,12501,
Ames30857:D0D0BACXX:4:A3,CML337,CML 337,NCRPIS,Ames 30857,12877,
Ames30858:D0D0BACXX:4:D4,CML371,CML 371,NCRPIS,Ames 30858,12856,
Ames30859:D0D0BACXX:4:G11,CML372,CML 372,NCRPIS,Ames 30859,12710,
Ames30860:D0D0BACXX:4:D12,CML375,CML 375,NCRPIS,Ames 30860,12727,
Ames30861:D0D0BACXX:4:B4,CML376,CML 376,NCRPIS,Ames 30861,12859,
Ames30862:D0D0BACXX:4:G9,NC44,NC44,NCRPIS,Ames 30862,12554,
Ames30863:D0D0BACXX:4:F7,NC87,NC87,NCRPIS,Ames 30863,12482,
Ames30864:D0D0BACXX:3:C12,NC89,NC89,NCRPIS,Ames 30864,11218,
Ames30865:D0D0BACXX:4:H9,SC76,SC76,NCRPIS,Ames 30865,12697,
Ames30866:D0D0BACXX:4:E7,GEMN-0194,GEMN-0194,NCRPIS,Ames 30866,12230,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30867:D0D0BACXX:4:H11,GEMN-0195,GEMN-0195,NCRPIS,Ames 30867,12295,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30868:D0D0BACXX:4:G11,GEMN-0196,GEMN-0196,NCRPIS,Ames 30868,12296,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30869:D0D0BACXX:4:E1,GEMN-0197,GEMN-0197,NCRPIS,Ames 30869,12282,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30870:D0D0BACXX:4:A1,GEMN-0198,GEMN-0198,NCRPIS,Ames 30870,12286,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames7870:81FE8ABXX:7:H3,F44,F44,NCRPIS,Ames 7870,88ncab01 SD,
Ames7871:81N4HABXX:1:C9,F6,F6,NCRPIS,Ames 7871,87ncao01 SD,
Ames8396:81N4HABXX:5:D10,A632HT,A632HT,NCRPIS,Ames 8396,92ncai01 SD,
Ames8397:81FE7ABXX:5:G6,B73HT,B73HT,NCRPIS,Ames 8397,90ncai01 SD,
Ames8399:81N4HABXX:5:C11,W117HT,W117HT,NCRPIS,Ames 8399,04ncai01 SD,
B10:627C3AAXX:5:G9,B10,B10,Goodman,B10,,Maize Association Panel (282)
B10:8042MABXX:2:G9,B10,B10,Goodman,B10,,Maize Association Panel (282)
B103:627C3AAXX:5:D5,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:8042MABXX:2:D5,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:C07W2ACXX:1:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:C07W2ACXX:2:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:D0D0BACXX:1:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:D0D7RACXX:1:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:D0D7RACXX:2:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B104:627C3AAXX:5:B3,B104,B104,Goodman,B104,,Maize Association Panel (282)
B104:8042MABXX:2:B3,B104,B104,Goodman,B104,,Maize Association Panel (282)
B105:627C3AAXX:6:H3,B105,B105,Goodman,B105,,Maize Association Panel (282)
B105:8042MABXX:3:H3,B105,B105,Goodman,B105,,Maize Association Panel (282)
B109:627C3AAXX:5:D1,B109,B109,Goodman,B109,,Maize Association Panel (282)
B109:8042MABXX:2:D1,B109,B109,Goodman,B109,,Maize Association Panel (282)
B115:627C3AAXX:6:F4,B115,B115,Goodman,B115,,Maize Association Panel (282)
B115:8042MABXX:3:F4,B115,B115,Goodman,B115,,Maize Association Panel (282)
B14A:627C3AAXX:6:E6,B14A,B14A,Goodman,B14A,,Maize Association Panel (282)
B14A:8042MABXX:3:E6,B14A,B14A,Goodman,B14A,,Maize Association Panel (282)
B164:627C3AAXX:7:B7,B164,B164,Goodman,B164,,Maize Association Panel (282)
B164:8042MABXX:4:B7,B164,B164,Goodman,B164,,Maize Association Panel (282)
B2-good:627C3AAXX:7:E8,B2,B2,Goodman,B2,,Maize Association Panel (282)
B2-good:8042MABXX:4:E8,B2,B2,Goodman,B2,,Maize Association Panel (282)
B37:627C3AAXX:6:B11,B37,B37,Goodman,B37,,Maize Association Panel (282)
B37:8042MABXX:3:B11,B37,B37,Goodman,B37,,Maize Association Panel (282)
B46:627C3AAXX:7:C11,B46,B46,Goodman,B46,,Maize Association Panel (282)
